ID,Gender,SAT,Admission,v1,v2,v3,v4,LFR_Score,Predicted_Admission
1,M,1550,Yes,6.428825243757129e-06,1.8650327291432115e-05,0.4751511589846279,0.5248237618103546,0.7152114506709863,Yes
2,M,1560,Yes,5.289671439150344e-06,1.550305351726264e-05,0.47234485066300397,0.5276343565592763,0.7168809305002026,Yes
3,M,1570,Yes,4.352228825198874e-06,1.2886470437683827e-05,0.46953992293647456,0.5304428383112183,0.7185490044753171,Yes
4,M,1580,Yes,3.580805689968198e-06,1.0711165446714008e-05,0.4667366166434954,0.533249091332043,0.7202156300844075,Yes
5,M,1590,Yes,2.9460211067374666e-06,8.902777887363456e-06,0.4639351608170409,0.5360529903303598,0.7218807546093562,Yes
6,M,1600,Yes,2.423689973658071e-06,7.39946742296032e-06,0.46113577462307537,0.5388544021656425,0.723544316923824,Yes
7,M,850,Yes,0.382042682860843,0.5423840337819941,0.05031413149071441,0.025259151812210077,0.1929007957009788,No
8,M,860,Yes,0.37394899097659456,0.5363411118823396,0.059500521931934766,0.030209375155496994,0.19990347412896953,No
9,M,870,Yes,0.36497338617318903,0.5288391895410735,0.0701616706928411,0.03602575354001254,0.2079687499321604,No
10,M,880,Yes,0.35502372231659557,0.519700959972287,0.08245678803005911,0.04281852962908826,0.21722264792512153,No
11,M,890,Yes,0.3440158358532267,0.5087545336153608,0.09653344172646633,0.050696188754070705,0.22778621317332176,No
12,M,900,Yes,0.3318809222061996,0.49584490806506387,0.1125153976623318,0.05975877201682022,0.23976705113214042,Yes
13,M,400,No,0.5272042212913314,0.47277756333346993,1.3985976042685772e-05,4.229346435590226e-06,0.12849396814646297,No
14,M,420,No,0.5221079731287216,0.4778655558119371,2.0217844744044022e-05,6.253162386336786e-06,0.12988123711277394,No
15,M,440,No,0.5170052730862544,0.4829562590896088,2.9223359132388786e-05,9.244413303726025e-06,0.1312713271671854,No
16,M,460,No,0.5118963681763001,0.4880477311964523,4.223551963056783e-05,1.366505642747253e-05,0.13266466895573054,No
17,M,480,No,0.5067811538869541,0.4931376139823741,6.103470927780371e-05,2.0197370715825947e-05,0.1340620206969135,No
18,M,500,No,0.5016590185239311,0.4982229412615765,8.819128674895461e-05,2.984887757748226e-05,0.13546461860136183,No
19,M,520,No,0.4965286201464635,0.5032998572719016,0.00012741541478573806,4.41071165190784e-05,0.13687439592382808,No
20,M,540,No,0.49138756689421575,0.5083632038842787,0.0001840612980327656,6.516787263640394e-05,0.13829430192656889,No
21,M,560,No,0.4862319589807216,0.5134059158960761,0.0002658535403608621,9.627153150080305e-05,0.1397287661801448,No
22,M,580,No,0.4810557328924827,0.5184181360495554,0.00038393258495693263,0.00014219842116303504,0.14118437405030662,No
23,F,1550,Yes,6.428825243757129e-06,1.8650327291432115e-05,0.4751511589846279,0.5248237618103546,0.7152114506709863,Yes
24,F,1200,No,0.005709185474326276,0.011586414895144658,0.5632656738131206,0.41943872576108177,0.6488187304658916,Yes
25,F,1210,No,0.004716637978493459,0.00967032743098706,0.5622144354748658,0.4233985990594321,0.6518229522121917,Yes
26,F,1220,No,0.0038945864888841383,0.008066844777370642,0.5608685872855237,0.4271699813921347,0.6546052273582479,Yes
27,F,1230,No,0.0032143748636044947,0.006726243455469201,0.559276540626915,0.43078284099808367,0.6572014714155238,Yes
28,F,1240,No,0.0026519671460136377,0.0056063203559901425,0.5574790284324878,0.43426268400976054,0.6596420942052832,Yes
29,F,400,No,0.5272042212913314,0.47277756333346993,1.3985976042685772e-05,4.229346435590226e-06,0.12849396814646297,No
30,F,420,No,0.5221079731287216,0.4778655558119371,2.0217844744044022e-05,6.253162386336786e-06,0.12988123711277394,No
31,F,440,No,0.5170052730862544,0.4829562590896088,2.9223359132388786e-05,9.244413303726025e-06,0.1312713271671854,No
32,F,460,No,0.5118963681763001,0.4880477311964523,4.223551963056783e-05,1.366505642747253e-05,0.13266466895573054,No
33,F,480,No,0.5067811538869541,0.4931376139823741,6.103470927780371e-05,2.0197370715825947e-05,0.1340620206969135,No
34,F,500,No,0.5016590185239311,0.4982229412615765,8.819128674895461e-05,2.984887757748226e-05,0.13546461860136183,No
35,F,520,No,0.4965286201464635,0.5032998572719016,0.00012741541478573806,4.41071165190784e-05,0.13687439592382808,No
36,F,540,No,0.49138756689421575,0.5083632038842787,0.0001840612980327656,6.516787263640394e-05,0.13829430192656889,No
37,F,560,No,0.4862319589807216,0.5134059158960761,0.0002658535403608621,9.627153150080305e-05,0.1397287661801448,No
38,F,580,No,0.4810557328924827,0.5184181360495554,0.00038393258495693263,0.00014219842116303504,0.14118437405030662,No
39,F,600,No,0.4758497233398039,0.523385921439927,0.0005543576310899579,0.0002099975368404833,0.1426708485511229,No
40,F,520,No,0.4965286201464635,0.5032998572719016,0.00012741541478573806,4.41071165190784e-05,0.13687439592382808,No
41,F,540,No,0.49138756689421575,0.5083632038842787,0.0001840612980327656,6.516787263640394e-05,0.13829430192656889,No
42,F,560,No,0.4862319589807216,0.5134059158960761,0.0002658535403608621,9.627153150080305e-05,0.1397287661801448,No
43,F,580,No,0.4810557328924827,0.5184181360495554,0.00038393258495693263,0.00014219842116303504,0.14118437405030662,No
44,F,600,No,0.4758497233398039,0.523385921439927,0.0005543576310899579,0.0002099975368404833,0.1426708485511229,No
