ID,Gender,SAT,Admission,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,LFR_Score,Predicted_Admission
1,M,1550,Yes,2.741569644398594e-05,2.741569644398594e-05,0.06964281024641723,0.0698416055609019,0.07218145687870049,0.07301934380333588,0.07303015478115563,0.07327048849133647,0.2844796544084082,0.2844796544084082,0.795484478707645,Yes
2,M,1560,Yes,2.3863573755555628e-05,2.3863573755555628e-05,0.06685708515467007,0.06705216867447185,0.06934957107563845,0.0701728091036781,0.07018343296124728,0.07041961929477741,0.2929587932793549,0.2929587932793549,0.8019681032255481,Yes
3,M,1570,Yes,2.074734265198358e-05,2.074734265198358e-05,0.06410758028291964,0.06429870691035289,0.06655071277527488,0.06735821885624503,0.06736864152643256,0.06760036715685874,0.30133713888823926,0.30133713888823926,0.8083740755036917,Yes
4,M,1580,Yes,1.80171852616632e-05,1.80171852616632e-05,0.06140006060357462,0.06158700965256027,0.06379095609511931,0.06458174794885539,0.06459195666054313,0.06481893704468472,0.3095966487965898,0.3095966487965898,0.8146886683863838,Yes
5,M,1600,Yes,1.3541293938937195e-05,1.3541293938937195e-05,0.05613218159080995,0.05631021250553421,0.05841121009967232,0.059166038059046494,0.05917578583606198,0.05939253974087326,0.32569247477377733,0.32569247477377733,0.8269929735395467,Yes
6,M,800,Yes,0.085426317094375,0.085426317094375,0.14007073828462221,0.1398059255046579,0.13673285446864814,0.1356516634282735,0.1356377783195671,0.1353295309109303,0.0029594374402718755,0.0029594374402718755,0.49138579655518816,No
7,M,810,Yes,0.0786318321440137,0.0786318321440137,0.1421965565354653,0.1419367001476079,0.138918961288816,0.13785628514154818,0.13784263459767687,0.13753957355187194,0.003222812217383341,0.003222812217383341,0.49864071298940066,No
8,M,820,Yes,0.07228124875295351,0.07228124875295351,0.14416216034350884,0.14390781195518182,0.14095182874523926,0.13990993643106975,0.1398965496187447,0.13959932261038943,0.003504946387771553,0.003504946387771553,0.5054496255194263,No
9,M,830,Yes,0.06636050902363429,0.06636050902363429,0.14597224715583879,0.1457239200668421,0.14283568178452324,0.1418166940076263,0.14180359820514307,0.14151281108609248,0.0038070148160340403,0.0038070148160340403,0.5118280001016087,No
10,M,840,Yes,0.0608534884937449,0.0608534884937449,0.1476321739863828,0.14739034329087486,0.14457540536307828,0.14358129435078545,0.14356851494373124,0.14328473164002328,0.004130279711435494,0.004130279711435494,0.5177935140236272,No
11,M,850,Yes,0.05574248540681389,0.05574248540681389,0.14914778722379793,0.14891289038871522,0.1461763802555641,0.14520897145812497,0.14519653195999951,0.14492027492178788,0.004476096481734009,0.004476096481734009,0.5233655529083836,No
12,M,860,Yes,0.051008666777279194,0.051008666777279194,0.15052526774940878,0.15029770558174227,0.1476443330866693,0.14670530847378788,0.14669323056714434,0.14642498167426934,0.0048459196486836335,0.0048459196486836335,0.5285647525535219,No
13,M,870,Yes,0.0466324667138583,0.0466324667138583,0.15177099282498302,0.15155113074496823,0.14898520210101202,0.1480761047273719,0.14806440832128923,0.14780461015161883,0.005241308842931452,0.005241308842931452,0.5334125903298528,No
14,M,880,Yes,0.04259393506495911,0.04259393506495911,0.15289141532201073,0.1526795848658964,0.1502050193228584,0.1493272588592745,0.14931596215928064,0.1490650195337835,0.005663934895844213,0.005663934895844213,0.5379310281648962,No
15,M,890,Yes,0.03887303655022286,0.03887303655022286,0.15389296015101764,0.1536894606349192,0.15130980906007202,0.15046466801660002,0.15045378760354294,0.15021206933039685,0.006115586043808191,0.006115586043808191,0.5421422069573081,No
16,M,900,Yes,0.03544990215496883,0.03544990215496883,0.15478193720602276,0.154587037490823,0.15230550217139166,0.15149414257120966,0.15148369348598642,0.15125153423517768,0.006598174256986531,0.006598174256986531,0.5460681905920695,No
17,M,800,Yes,0.085426317094375,0.085426317094375,0.14007073828462221,0.1398059255046579,0.13673285446864814,0.1356516634282735,0.1356377783195671,0.1353295309109303,0.0029594374402718755,0.0029594374402718755,0.49138579655518816,No
18,M,810,Yes,0.0786318321440137,0.0786318321440137,0.1421965565354653,0.1419367001476079,0.138918961288816,0.13785628514154818,0.13784263459767687,0.13753957355187194,0.003222812217383341,0.003222812217383341,0.49864071298940066,No
19,M,820,Yes,0.07228124875295351,0.07228124875295351,0.14416216034350884,0.14390781195518182,0.14095182874523926,0.13990993643106975,0.1398965496187447,0.13959932261038943,0.003504946387771553,0.003504946387771553,0.5054496255194263,No
20,M,830,Yes,0.06636050902363429,0.06636050902363429,0.14597224715583879,0.1457239200668421,0.14283568178452324,0.1418166940076263,0.14180359820514307,0.14151281108609248,0.0038070148160340403,0.0038070148160340403,0.5118280001016087,No
21,M,840,Yes,0.0608534884937449,0.0608534884937449,0.1476321739863828,0.14739034329087486,0.14457540536307828,0.14358129435078545,0.14356851494373124,0.14328473164002328,0.004130279711435494,0.004130279711435494,0.5177935140236272,No
22,M,850,Yes,0.05574248540681389,0.05574248540681389,0.14914778722379793,0.14891289038871522,0.1461763802555641,0.14520897145812497,0.14519653195999951,0.14492027492178788,0.004476096481734009,0.004476096481734009,0.5233655529083836,No
23,M,860,Yes,0.051008666777279194,0.051008666777279194,0.15052526774940878,0.15029770558174227,0.1476443330866693,0.14670530847378788,0.14669323056714434,0.14642498167426934,0.0048459196486836335,0.0048459196486836335,0.5285647525535219,No
24,M,870,Yes,0.0466324667138583,0.0466324667138583,0.15177099282498302,0.15155113074496823,0.14898520210101202,0.1480761047273719,0.14806440832128923,0.14780461015161883,0.005241308842931452,0.005241308842931452,0.5334125903298528,No
25,M,880,Yes,0.04259393506495911,0.04259393506495911,0.15289141532201073,0.1526795848658964,0.1502050193228584,0.1493272588592745,0.14931596215928064,0.1490650195337835,0.005663934895844213,0.005663934895844213,0.5379310281648962,No
26,M,400,No,0.4573233648681266,0.4573233648681266,0.014913552714496783,0.01484775295509497,0.014100261482354461,0.013844184836585357,0.013840919165871945,0.013768570858549822,1.90141025306911e-05,1.90141025306911e-05,0.10331617497501627,No
27,M,425,No,0.4466607419232825,0.4466607419232825,0.01860685109161854,0.01852768507486854,0.017627324440479184,0.017318434117949904,0.01731449343812521,0.01722718114551013,2.8273400108799674e-05,2.8273400108799674e-05,0.11438101686964894,No
28,M,450,No,0.433719187715791,0.433719187715791,0.023080281982237515,0.0229857165828166,0.02190897650204816,0.02153903860611835,0.021534317305006247,0.02142969731483509,4.179811599207579e-05,4.179811599207579e-05,0.12781293575905137,No
