ID,Gender,SAT,Admission,v1,v2,v3,v4,LFR_Score,Predicted_Admission
1,M,1550,Yes,1.547641585610623e-40,2.4189185253419163e-06,2.4195487548633997e-06,0.9999951614327202,0.896192340966225,Yes
2,M,1560,Yes,2.923124300994055e-41,1.2343110989069531e-06,1.2346400923180234e-06,0.9999975309488089,0.8961932642518444,Yes
3,M,1570,Yes,5.5210753207752556e-42,6.298360631019865e-07,6.3000771760992e-07,0.9999987400562195,0.8961937353841933,Yes
4,M,1580,Yes,1.0427970729057754e-42,3.213883694641111e-07,3.2147788792454245e-07,0.9999993570337427,0.8961939757922496,Yes
5,M,1600,Yes,3.720075352947229e-44,8.368258586762935e-08,8.370689845938306e-08,0.9999998325105156,0.8961941610648362,Yes
6,M,800,Yes,0.0074780427984163945,0.49630793536453033,0.4962140217874226,2.4963485105030513e-17,0.5028622431563241,Yes
7,M,810,Yes,0.0027810611479804686,0.498655153408384,0.49856378539377005,4.9153216698897916e-17,0.5052405129917199,Yes
8,M,820,Yes,0.0010312029343423766,0.49952866505713384,0.499440131958571,9.649608263937559e-17,0.5061256146617041,Yes
9,M,830,Yes,0.0003819429573607256,0.49985182522092453,0.4997662317717294,1.8922921419656917e-16,0.5064530968434638,Yes
10,M,840,Yes,0.00014140839518782502,0.49997060384457653,0.4998879877102382,3.7092748039611734e-16,0.506573498377361,Yes
11,M,850,Yes,5.2346310078421276e-05,0.5000136394776592,0.4999340141622602,7.269826159071151e-16,0.5066171566338105,Yes
12,M,860,Yes,1.9376377611332508e-05,0.5000286266181804,0.49995199695420406,1.4247369195902027e-15,0.506632395977023,Yes
13,M,870,Yes,7.172161936629597e-06,0.5000332300369307,0.4999595977511266,2.7921343539190388e-15,0.5066371144653613,Yes
14,M,880,Yes,2.6547537657583997e-06,0.5000339897438587,0.4999633554523667,5.471855340975328e-15,0.5066379384793023,Yes
15,M,890,Yes,9.826461764297055e-07,0.5000333266907269,0.4999656906130826,1.0723379280834769e-14,0.5066373209431303,Yes
16,M,900,Yes,3.637220534531429e-07,0.5000321370068076,0.4999674992211147,2.1014945558190018e-14,0.5066361698210298,Yes
17,M,800,Yes,0.0074780427984163945,0.49630793536453033,0.4962140217874226,2.4963485105030513e-17,0.5028622431563241,Yes
18,M,810,Yes,0.0027810611479804686,0.498655153408384,0.49856378539377005,4.9153216698897916e-17,0.5052405129917199,Yes
19,M,820,Yes,0.0010312029343423766,0.49952866505713384,0.499440131958571,9.649608263937559e-17,0.5061256146617041,Yes
20,M,830,Yes,0.0003819429573607256,0.49985182522092453,0.4997662317717294,1.8922921419656917e-16,0.5064530968434638,Yes
21,M,840,Yes,0.00014140839518782502,0.49997060384457653,0.4998879877102382,3.7092748039611734e-16,0.506573498377361,Yes
22,M,850,Yes,5.2346310078421276e-05,0.5000136394776592,0.4999340141622602,7.269826159071151e-16,0.5066171566338105,Yes
23,M,860,Yes,1.9376377611332508e-05,0.5000286266181804,0.49995199695420406,1.4247369195902027e-15,0.506632395977023,Yes
24,M,870,Yes,7.172161936629597e-06,0.5000332300369307,0.4999595977511266,2.7921343539190388e-15,0.5066371144653613,Yes
25,M,880,Yes,2.6547537657583997e-06,0.5000339897438587,0.4999633554523667,5.471855340975328e-15,0.5066379384793023,Yes
26,M,400,No,0.9999999998999991,3.6049830873400757e-16,3.6034364881085144e-16,3.7200759756488253e-44,3.6525753187584703e-16,No
27,M,425,No,0.9999999998999916,4.324834413706136e-15,4.323043795157663e-15,2.3994524663768264e-42,4.3819311447324456e-15,No
28,M,450,No,0.9999999998998961,5.188427310979613e-14,5.186356889186959e-14,1.5476490738598673e-40,5.256926656279447e-14,No
29,M,475,No,0.9999999998987554,6.224464427118442e-13,6.222073857340675e-13,9.982350929558589e-39,6.306643568053906e-13,No
30,M,500,No,0.9999999998850679,7.46737982085397e-12,7.464623802968781e-12,6.438625639537686e-37,7.565970707737254e-12,No
31,F,1550,Yes,1.547641585610623e-40,2.4189185253419163e-06,2.4195487548633997e-06,0.9999951614327202,0.896192340966225,Yes
32,F,1560,Yes,2.923124300994055e-41,1.2343110989069531e-06,1.2346400923180234e-06,0.9999975309488089,0.8961932642518444,Yes
33,F,1570,Yes,5.5210753207752556e-42,6.298360631019865e-07,6.3000771760992e-07,0.9999987400562195,0.8961937353841933,Yes
34,F,1580,Yes,1.0427970729057754e-42,3.213883694641111e-07,3.2147788792454245e-07,0.9999993570337427,0.8961939757922496,Yes
35,F,1600,Yes,3.720075352947229e-44,8.368258586762935e-08,8.370689845938306e-08,0.9999998325105156,0.8961941610648362,Yes
36,F,1200,No,4.091950522883733e-20,0.4999812151029486,0.5000065270308803,1.2257816170451445e-05,0.5065971889729465,Yes
37,F,1210,No,1.514598287874852e-20,0.4999738341621777,0.5000021440552278,2.4021732594204348e-05,0.5066003075582881,Yes
38,F,1220,No,5.6060845838650315e-21,0.49996080874054855,0.49999211617471384,4.707503473841293e-05,0.5066078245763072,Yes
39,F,1230,No,2.074971911496318e-21,0.49993672283113566,0.4999710269092321,9.225020963511262e-05,0.5066239604807967,Yes
40,F,1240,No,7.679730328719018e-22,0.49989096578929665,0.49992826462344436,0.00018076953726618654,0.506656983732057,Yes
41,F,1250,No,2.8421227286984505e-22,0.4998027561010424,0.4998430457382445,0.00035419811072878423,0.5067230886605776,Yes
42,F,1260,No,1.0516407780379915e-22,0.4996314154091078,0.49967468760949446,0.0006938969314301054,0.5068539747481314,Yes
43,F,1270,No,3.890007965971389e-23,0.49929740818023455,0.4993436458428408,0.0013589459269902052,0.5071116221845703,Yes
44,F,1280,No,1.437992563647026e-23,0.49864556666121596,0.498694734458447,0.0026596988304675934,0.5076169504131863,Yes
45,F,1290,No,5.309109368310294e-24,0.49737447644327687,0.4974265018011396,0.005199021705840843,0.5086048478860027,Yes
46,F,1300,No,1.9553849829258876e-24,0.4949035848118134,0.4949583198071989,0.010138095331491985,0.5105277351896919,Yes
47,F,1200,No,4.091950522883733e-20,0.4999812151029486,0.5000065270308803,1.2257816170451445e-05,0.5065971889729465,Yes
48,F,1210,No,1.514598287874852e-20,0.4999738341621777,0.5000021440552278,2.4021732594204348e-05,0.5066003075582881,Yes
49,F,1220,No,5.6060845838650315e-21,0.49996080874054855,0.49999211617471384,4.707503473841293e-05,0.5066078245763072,Yes
50,F,1230,No,2.074971911496318e-21,0.49993672283113566,0.4999710269092321,9.225020963511262e-05,0.5066239604807967,Yes
51,F,1240,No,7.679730328719018e-22,0.49989096578929665,0.49992826462344436,0.00018076953726618654,0.506656983732057,Yes
52,F,1250,No,2.8421227286984505e-22,0.4998027561010424,0.4998430457382445,0.00035419811072878423,0.5067230886605776,Yes
53,F,1260,No,1.0516407780379915e-22,0.4996314154091078,0.49967468760949446,0.0006938969314301054,0.5068539747481314,Yes
54,F,1270,No,3.890007965971389e-23,0.49929740818023455,0.4993436458428408,0.0013589459269902052,0.5071116221845703,Yes
55,F,1280,No,1.437992563647026e-23,0.49864556666121596,0.498694734458447,0.0026596988304675934,0.5076169504131863,Yes
56,F,400,No,0.9999999998999991,3.6049830873400757e-16,3.6034364881085144e-16,3.7200759756488253e-44,3.6525753187584703e-16,No
57,F,425,No,0.9999999998999916,4.324834413706136e-15,4.323043795157663e-15,2.3994524663768264e-42,4.3819311447324456e-15,No
58,F,450,No,0.9999999998998961,5.188427310979613e-14,5.186356889186959e-14,1.5476490738598673e-40,5.256926656279447e-14,No
59,F,475,No,0.9999999998987554,6.224464427118442e-13,6.222073857340675e-13,9.982350929558589e-39,6.306643568053906e-13,No
60,F,500,No,0.9999999998850679,7.46737982085397e-12,7.464623802968781e-12,6.438625639537686e-37,7.565970707737254e-12,No
